"PEP_ID";"National_ID";"LON";"LAT";"ALT";"NAME"
1924;61320470;8.46667;49.6;90;"Lampertheim"
1927;61320680;8.66667;49.6167;220;"Ober-Laudenbach"
1929;61320800;8.73333;49.6833;460;"Schannenbach"
1931;61320940;8.56667;49.5333;100;"Viernheim (PH)"
1933;61330110;9.06667;50.3333;140;"Bleichenbach"
1934;61330130;9.03333;50.3667;190;"Bobenhausen"
1936;61330380;9.15;50.3667;300;"Gelnhaar"
1937;61330600;9.1;50.2667;150;"Lorbach"
1939;61330850;8.98333;50.4167;160;"Salzhausen, Bad"
1940;61330860;9.11667;50.5167;300;"Schotten, Vogelsbergkreis"
1942;61340020;8.63333;49.7333;120;"Alsbach"
1943;61340130;8.56667;49.8667;95;"Griesheim"
1948;61340300;8.6;49.8;100;"Pfungstadt"
1949;61340320;8.76667;49.8667;200;"Roßdorf b. Darmstadt"
1950;61340350;8.7;49.85;200;"Mühltal-Traisa"
1953;61350050;8.88333;49.7667;180;"Brensbach"
1954;61350060;8.85;49.9;140;"Dieburg"
1955;61350070;9.01667;49.8667;260;"Dorndiel"
1956;61350080;8.85;49.95;140;"Eppertshausen"
1957;61350120;8.83333;49.8;170;"Groß-Bieberau"
1958;61350130;8.93333;49.8667;170;"Groß-Umstadt (PH)"
1965;61360040;8.98333;49.5667;425;"Beerfelden/Odenw."
1966;61360090;9.05;49.6167;510;"Bullau"
1967;61360150;9;49.6667;220;"Erbach/Odenw."
1969;61360330;9.1;49.75;160;"Haingrund"
1970;61360370;9.01667;49.5167;300;"Hebstahl"
1971;61360390;9.08333;49.5833;300;"Hesseneck-Hesselbach (PH)"
1972;61360410;8.98333;49.5833;300;"Hetzbach"
1974;61360510;9;49.7333;180;"König, Bad"
1975;61360550;9;49.6833;210;"Michelstadt"
1976;61360600;9.03333;49.8167;155;"Breuberg-Neustadt"
1979;61360710;8.86667;49.7167;200;"Pfaffen-Beerfurth"
1980;61360760;8.83333;49.7167;210;"Reichelsheim"
1981;61360770;9.03333;49.7833;290;"Rimhorn"
1982;61360790;8.91667;49.5;450;"Rothenberg"
1986;61370050;8.85;50.2833;140;"Bönstadt"
1987;61370100;8.66667;50.4333;200;"Butzbach"
1988;61370150;8.75;50.3333;140;"Friedberg/Hess."
1989;61370180;8.76667;50.2333;120;"Groß-Karben"
1990;61370210;8.86667;50.2333;130;"Heldenbergen"
1991;61370330;8.78333;50.45;190;"Münzenberg"
1992;61370340;8.73333;50.3667;170;"Nauheim, Bad (PH)"
1993;61370370;8.85;50.3167;130;"Nieder-Florstadt"
1995;61370550;8.65;50.4667;240;"Pohl-Göns"
1996;61370590;8.7;50.2667;160;"Rodheim"
1997;61370670;8.73333;50.1833;110;"Vilbel, Bad"
1999;61380030;8.83333;50.6833;200;"Allendorf/Lumda"
2000;61380060;8.75;50.5833;240;"Annerod"
2001;61380090;8.86667;50.6167;260;"Bersrod"
2003;61380240;8.78333;50.6;190;"Großen-Buseck"
2005;61380260;8.96667;50.6;270;"Grünberg/Hess."
2006;61380310;8.63333;50.5833;160;"Heuchelheim"
2008;61380410;8.98333;50.55;200;"Laubach"
2009;61380440;8.81667;50.5167;170;"Lich"
2010;61380530;8.91667;50.5167;190;"Nonnenroth"
2011;61380710;8.73333;50.6667;210;"Staufenberg"
2012;61380820;8.96667;50.6667;330;"Weitershain"
2016;61390100;8.46667;49.8333;90;"Erfelden"
2019;61390150;8.48333;49.9167;90;"Groß-Gerau (Ph)"
2020;61390230;8.56667;49.9667;100;"Mörfelden"
2021;61390290;8.58333;50;100;"Walldorf"
2022;61390291;8.58333;50.0167;100;"Walldorf-Gundhof"
2023;61400030;9.45;50.6333;270;"Angersbach"
2024;61400050;9.31667;50.4667;460;"Bermuthshain"
2026;61400170;9.33333;50.4833;430;"Grebenhain (PH)"
2027;61400240;9.35;50.5667;420;"Herbstein (PH)"
2028;61400300;9.33333;50.5333;440;"Ilbeshausen"
2029;61400330;9.3;50.55;550;"Lanzenhain"
2032;61400570;9.56667;50.6833;230;"Schlitz (PH)"
2034;61400600;9.45;50.5667;300;"Stockhausen"
2036;61400700;9.46667;50.6833;350;"Willofs"
2037;61410020;8.78333;50.0167;150;"Dietzenbach (Ph)"
2038;61410030;8.71667;50;160;"Dreieichenhain"
2040;61410050;8.66667;49.9667;130;"Egelsbach/Hess."
2046;61410190;8.85;50.1167;110;"Mühlheim a. Main"
2049;61410260;8.91667;50.1167;110;"Hanau-Steinheim"
2050;62110000;9.66667;50.55;270;"Fulda (Ph)"
2051;62120000;9.43333;51.3167;220;"Kassel-Wahlershausen"
2053;62130000;8.78333;50.8167;200;"Marburg"
2054;62310020;9.93333;51.1833;300;"Alberode"
2055;62310070;10.1167;51.1833;180;"Wanfried-Aue"
2056;62310140;10.05;51.1833;180;"Eschwege (PH)"
2057;62310160;9.93333;51.2333;240;"Frankershausen"
2059;62310230;10.0667;51.2;160;"Grebendorf"
2060;62310301;10.0833;51.05;320;"Hohenhaus"
2061;62310310;10.0167;51.2167;160;"Jestädt"
2062;62310490;10;51.15;180;"Reichensachsen"
2069;62320260;8.73333;50.9833;250;"Burgwald-Ernsthausen"
2071;62320320;8.96667;50.9833;250;"Gemünden/Wohra"
2072;62320360;8.73333;51.0333;310;"Haine"
2074;62320390;8.55;50.9833;380;"Hatzfeld"
2075;62320391;8.5;50.9667;420;"Rhoda"
2076;62320440;8.76667;51.1;400;"Hommershausen"
2077;62320460;8.9;51.1667;260;"Kirchlotheim"
2078;62320490;8.98333;51.0667;480;"Löhlbach"
2080;62320660;8.86667;50.9667;280;"Rosenthal"
2081;62320740;8.73333;51.0833;400;"Wangershausen"
2084;62330090;9.28333;51.05;220;"Borken/Hess."
2085;62330180;9.51667;50.9667;360;"Ellingshausen"
2086;62330230;9.28333;51.1333;180;"Fritzlar (PH)"
2087;62330390;9.4;51.0333;250;"Homberg"
2090;62330590;9.26667;50.9833;215;"Neuenhain"
2091;62330620;9.53333;51.0333;260;"Niederbeisheim"
2092;62331040;9.41667;51;270;"Waßmuthshausen"
2099;62340380;9.56667;50.4333;300;"Flieden"
2100;62340410;9.91667;50.45;510;"Gersfeld/Rhön"
2101;62340440;9.56667;50.5;340;"Giesel"
2102;62340450;9.65;50.5833;250;"Gläserzell"
2104;62340550;10.0167;50.5833;450;"Hilders (PH)"
2107;62340580;9.48333;50.5;380;"Hosenfeld (PH)"
2111;62340840;9.71667;50.6167;310;"Petersberg-Marbach"
2112;62340850;9.76667;50.5667;310;"Margretenhaun"
2114;62340920;9.51667;50.6;260;"Müs"
2117;62341030;9.71667;50.5667;380;"Petersberg, Krs. Fulda"
2118;62341050;9.73333;50.5167;320;"Pilgerzell"
2120;62341230;9.51667;50.6333;290;"Salzschlirf, Bad (PH)"
2122;62341310;9.65;50.5333;290;"Sickels"
2123;62341400;10.0167;50.6333;370;"Tann"
2126;62341590;10.0167;50.5;560;"Wüstensachsen"
2127;62350120;9.75;50.9;220;"Friedlos"
2129;62350260;9.7;50.8667;220;"Hersfeld, Bad (Beob.-Stelle 1)"
2130;62350340;9.56667;50.8333;250;"Kirchheim/Hess."
2131;62350460;9.8;50.9167;210;"Meckbach"
2133;62350560;10;50.85;240;"Philippsthal"
2136;62360140;9.55;51.6;160;"Gieselwerder"
2137;62360170;9.41667;51.45;180;"Grebenstein"
2138;62360190;9.25;51.4833;150;"Haueda"
2139;62360220;9.38333;51.5;160;"Hofgeismar (PH)"
2140;62360230;9.46667;51.4;260;"Espenau-Hohenkirchen"
2141;62360240;9.53333;51.4167;280;"Immenhausen-Holzhausen (PH)"
2142;62360270;9.48333;51.4333;260;"Immenhausen"
2143;62360280;9.45;51.65;120;"Karlshafen"
2144;62360330;9.56667;51.6333;120;"Lippoldsberg"
2145;62360340;9.48333;51.4667;300;"Mariendorf"
2146;62360341;9.48333;51.45;360;"Immenhausen-Ahlberg (Forsthaus)"
2148;62360470;9.6;51.5;120;"Veckerhagen"
2151;62370090;9.8;50.8167;340;"Erdmannrode"
2153;62370280;9.81667;50.75;370;"Leibolz"
2158;62370650;9.9;50.6167;540;"Schwarzbach"
2162;62370780;9.86667;50.7833;320;"Ufhausen"
2164;62380090;9.38333;51.2667;270;"Elgershausen"
2165;62380250;9.6;51.2833;190;"Niederkaufungen"
2166;62380280;9.63333;51.2833;220;"Oberkaufungen"
2167;62380320;9.55;51.3167;160;"Sandershausen"
2168;62380330;9.51667;51.3833;170;"Simmershausen"
2170;62380380;9.56667;51.2333;290;"Wellerode"
2171;62380400;9.41667;51.2667;200;"Baunatal"
2172;62390061;8.96667;50.8167;200;"Gut Plausdorf"
2177;62390320;9.01667;50.8667;260;"Erksdorf"
2179;62390370;8.76667;50.8833;200;"Lahntal-Göttingen"
2181;62390540;8.91667;50.8167;200;"Kirchhain (PH)"
2182;62390550;8.6;50.6833;220;"Kirchvers"
2185;62390670;8.71667;50.9667;240;"Münchhausen"
2186;62390700;9.11667;50.85;240;"Neustadt/Hess."
2187;62390740;8.7;50.7333;180;"Niederwalgern"
2189;62390830;8.91667;50.8833;250;"Rauschenberg"
2193;62391130;8.76667;50.8333;200;"Marburg-Wehrda"
2194;62391240;8.98333;50.8833;225;"Wolferode"
2196;62400050;9.61667;51.0667;190;"Altmorschen"
2198;62400200;9.41667;51.1333;160;"Felsberg (PH)"
2199;62400230;9.66667;51.1667;380;"Günsterode"
2200;62400350;9.51667;51.1667;180;"Körle"
2201;62400370;9.71667;51.1;280;"Landefeld"
2202;62400390;9.4;51.1333;170;"Lohre"
2203;62400400;9.53333;51.1;180;"Malsfeld"
2204;62400420;9.55;51.1333;170;"Melsungen (PH)"
2209;62410050;9.8;50.9667;200;"Bebra (PH)"
2210;62410160;9.9;51.0333;320;"Dens"
2214;62410370;9.91667;50.9667;340;"Machtlos"
2215;62410390;9.71667;50.9833;250;"Mündershausen"
2216;62410411;9.53333;50.9833;370;"Gläserbach"
2217;62410420;9.93333;51.0167;330;"Nentershausen"
2221;62410480;10.0333;50.95;220;"Obersuhl"
2222;62410500;9.96667;50.95;350;"Raßdorf"
2223;62410510;9.83333;51.0333;280;"Rautenhausen"
2225;62410550;9.86667;50.95;230;"Ronshausen"
2227;62410600;9.93333;51.0667;240;"Sontra (PH)"
2228;62410610;9.65;51;250;"Sterkelshausen"
2229;62410660;9.81667;50.95;200;"Weiterode"
2230;62410680;9.86667;51.05;300;"Cornberg"
2231;62420010;8.81667;51.3667;350;"Adorf/Waldeck"
2233;62420070;9.15;51.15;190;"Anraff"
2234;62420080;9.06667;51.05;380;"Armsfeld"
2235;62420090;9.01667;51.3833;280;"Arolsen, Bad"
2236;62420120;9.13333;51.1667;200;"Edertal-Bergheim (Ph)"
2240;62420320;8.83333;51.1667;360;"Lichtenfels/Hess.-Fürstenberg"
2241;62420330;9.01667;51.1333;300;"Gellershausen"
2242;62420350;8.73333;51.35;400;"Giebringhausen"
2244;62420530;9.05;51.15;260;"Kleinern"
2245;62420560;8.86667;51.2833;380;"Korbach (PH)"
2247;62420650;8.95;51.25;330;"Meineringhausen"
2248;62420660;8.98333;51.3667;290;"Mengeringhausen"
2250;62420890;9.01667;51.4667;290;"Rhoden"
2252;62420910;9;51.25;360;"Sachsenhausen"
2253;62420950;8.7;51.35;420;"Stormbruch"
2254;62420970;8.76667;51.3333;400;"Sudeck"
2255;62420980;8.96667;51.3333;250;"Twiste"
2258;62421090;8.61667;51.3;560;"Willingen"
2259;62421110;9;51.5167;200;"Wrexen"
2267;62430350;9.91667;51.3167;230;"Oberrieden"
2269;62430430;9.96667;51.2667;160;"Sooden, Bad-Allendorf"
2270;62430440;9.85;51.2667;240;"Trubenhausen"
2271;62430480;9.76667;51.2;360;"Walburg"
2272;62430530;9.73333;51.2667;350;"Wickenrode"
2274;62430550;9.86667;51.35;160;"Witzenhausen (PH)"
2276;62440060;9.2;51.2833;310;"Bründersen"
2277;62440070;9.28333;51.3333;400;"Burghasungen"
2278;62440080;9.35;51.35;350;"Dörnberg"
2282;62440240;9.25;51.45;250;"Niederlistingen"
2284;62440350;9.16667;51.3333;280;"Wolfhagen"
2286;62440370;9.26667;51.2333;260;"Bad Emstal-Merxhausen"
2287;62450010;9.21667;50.95;210;"Schwalmstadt-Allendorf"
2288;62450030;9.21667;50.9;240;"Ascherode"
2289;62450120;9.33333;50.9833;240;"Frielendorf (PH)"
2294;62450430;9.35;50.8833;270;"Neukirchen/Knüllgeb."
2295;62450450;9.46667;50.8667;330;"Oberaula"
2296;62450600;9.06667;51;320;"Gilserberg-Schönstein"
2300;62450700;9.18333;50.9167;260;"Treysa"
2301;62450770;9.25;50.8833;220;"Zella"
2302;62450780;9.25;50.9167;210;"Ziegenhain"
2303;63110000;8.73333;50.15;170;"Frankfurt a. M.-Seckbach"
2305;63110002;8.51667;50.0833;95;"Frankfurt a. M.-Sindlingen"
2306;63110003;8.65;50.1167;102;"Frankfurt a. M. (Palmengarten)"
2307;63110004;8.56667;50.0833;95;"Frankfurt a. M.-Schwanheim"
2309;63110006;8.61667;50.15;100;"Frankfurt a. M.-Praunheim"
2311;63130000;8.3;50.1;200;"Wiesbaden-Kloppenheim"
2314;63130003;8.23333;50.1;220;"Wiesbaden (Neuer Friedhof)"
2316;63310030;8.58333;50.8;270;"Bellnhausen"
2318;63310080;8.48333;50.9167;300;"Breidenstein"
2322;63310290;8.51667;50.8167;370;"Dautphetal-Holzhausen"
2323;63310350;8.56667;50.8833;280;"Kombach"
2325;63310650;8.48333;50.8667;340;"Wolzhausen"
2327;63320220;8.3;50.7833;270;"Frohnhausen"
2328;63320290;8.3;50.6833;220;"Herborn/Hess."
2329;63320360;8.16667;50.6167;500;"Mademühlen"
2331;63320480;8.35;50.7333;290;"Oberscheld"
2334;63320660;8.43333;50.7167;375;"Übernthal"
2338;63330060;9.33333;50.15;220;"Bieber"
2343;63330360;9.48333;50.1167;350;"Lohrhaupten"
2348;63330640;9.3;50.45;460;"Völzberg"
2349;63330650;9.28333;50.25;160;"Wächtersbach"
2351;63340010;8.75;50.15;120;"Frankfurt a. M.-Bergen-Enkheim"
2352;63340090;8.95;50.1;100;"Hanau-Großauheim, kreisfreie Stadt Hanau"
2353;63340110;8.83333;50.15;120;"Hochstadt (Ph)"
2354;63340120;9.03333;50.2167;160;"Hüttengesäß"
2355;63340140;8.98333;50.1667;120;"Langendiebach"
2356;63340210;9.01667;50.15;130;"Niederrodenbach"
2357;63340310;8.88333;50.2333;130;"Windecken"
2359;63350150;8.01667;50.5;220;"Frickhofen"
2360;63350170;8.03333;50.45;160;"Hadamar"
2363;63350250;8.15;50.3167;200;"Kirberg"
2364;63350280;8.05;50.3833;120;"Limburg a. d. Lahn"
2366;63350460;8.03333;50.3833;120;"Staffel"
2369;63360100;8.4;50.15;200;"Eppstein/Taunus"
2370;63360130;8.43333;50.0167;90;"Flörsheim"
2371;63360141;8.45;50.2167;820;"Kleiner Feldberg"
2375;63360210;8.4;50.1;330;"Langenhain"
2377;63360300;8.31667;50.1667;280;"Niedernhausen/Taunus"
2378;63360460;8.36667;50.1167;260;"Wildsachsen"
2380;63370520;8.21667;50.4;210;"Villmar-Seelbach"
2381;63370580;8.26667;50.4833;205;"Weilburg"
2383;63380040;8.61667;50.2333;170;"Homburg v. d. Höhe, Bad (Ph)"
2384;63380060;8.46667;50.1833;340;"Königstein"
2385;63380120;8.58333;50.2;200;"Oberursel/Taunus"
2389;63390041;8.06667;50.0333;220;"Eichberg"
2390;63390060;7.96667;49.9833;120;"Geisenheim"
2391;63390061;7.95;50.0167;220;"Geisenheim-Marienthal"
2394;63390110;7.81667;50.05;120;"Lorch/Rheingau"
2395;63390160;8.15;50.05;120;"Oberwalluf"
2397;63390220;7.95;50.0333;340;"Stephanshausen"
2400;63400200;9.51667;50.2667;250;"Marjoß"
2401;63400250;9.68333;50.4;400;"Oberkalbach"
2402;63400290;9.36667;50.2833;150;"Salmünster"
2404;63400350;9.36667;50.3;150;"Soden, Bad"
2405;63400360;9.46667;50.3167;180;"Steinau an der Straße"
2406;63400390;9.43333;50.3833;380;"Ulmbach"
2407;63400440;9.66667;50.3167;280;"Weichersbach"
2409;63410120;7.95;50.1167;420;"Dickschied"
2412;63410250;8.33333;50.2167;320;"Heftrich"
2413;63410330;8.26667;50.2167;280;"Idstein"
2414;63410410;7.98333;50.2167;370;"Laufenselden"
2415;63410440;8.06667;50.1667;380;"Lindschied"
2418;63410670;8.06667;50.15;340;"Schwalbach, Bad (Ph)"
2420;63420020;8.51667;50.3;350;"Anspach"
2421;63420080;8.53333;50.35;320;"Usingen-Eschbach"
2423;63420200;8.53333;50.3667;400;"Usingen-Michelbach"
2427;63420370;8.53333;50.3333;300;"Usingen (PH)"
2429;63420390;8.56667;50.3667;280;"Wernborn"
2430;63430030;8.28333;50.5667;200;"Greifenstein-Allendorf (Ph)"
2432;63430160;8.38333;50.5167;220;"Braunfels (PH)"
2434;63430250;8.6;50.5667;190;"Dutenhofen"
2436;63430380;8.58333;50.5167;210;"Großrechtenbach"
2438;63430450;8.35;50.6167;190;"Katzenfurt"
2439;63430520;8.63333;50.6167;200;"Krofdorf-Gleiberg"
2440;63430560;8.35;50.55;140;"Leun"
2442;63430600;8.5;50.5333;200;"Nauborn"
2443;63430690;8.58333;50.4667;250;"Oberkleen"
2444;63430740;8.7;50.6667;180;"Odenhausen"
2447;63430860;8.55;50.5833;180;"Waldgirmes"
2448;63430890;8.41667;50.6;170;"Werdorf"
2450;63430910;8.66667;50.6333;180;"Wißmar"
2452;71311110;7.1;50.55;110;"Ahrweiler"
2453;71312010;6.93333;50.3833;300;"Adenau"
2454;71312040;6.95;50.4;350;"Gilgenbach"
2455;71312521;7.1;50.4667;460;"Blasweiler"
2458;71312620;6.93333;50.5;470;"Lind"
2460;71313080;6.81667;50.4333;400;"Eichenbach"
2462;71314540;7.21667;50.45;250;"Niederzissen"
2463;71314580;7.15;50.5;290;"Schalkenbach"
2470;71316040;7.25;50.55;80;"Sinzig/Rhein"
2471;71321120;7.95;50.7833;250;"Herdorf"
2472;71322020;7.63333;50.6833;240;"Altenkirchen/Westerw."
2474;71322180;7.68333;50.6833;250;"Michelbach/Westerw."
2475;71323020;7.96667;50.7333;300;"Daaden"
2476;71323030;7.98333;50.7167;420;"Derschen"
2477;71323560;7.53333;50.65;250;"Flammersfeld"
2480;71324580;7.66667;50.7667;220;"Hamm/Sieg"
2481;71325080;7.93333;50.8333;230;"Mudersbach"
2482;71325510;7.58333;50.7;280;"Birnbach"
2484;71326090;7.73333;50.7833;160;"Wissen/Sieg"
2485;71326091;7.75;50.8167;270;"Birken-Honigsessen (Ph)"
2486;71331110;7.16667;49.65;380;"Birkenfeld"
2487;71331120;7.31667;49.7167;310;"Idar-Oberstein (PH)"
2488;71332010;7.33333;49.6167;500;"Baumholder (PH)"
2489;71332060;7.28333;49.6333;420;"Reichenbach"
2490;71332640;7.18333;49.6167;350;"Hoppstädten"
2491;71332680;7.25;49.6833;370;"Niederbrombach"
2492;71333550;7.51667;49.65;300;"Herren-Sulzbach"
2493;71333610;7.46667;49.6167;200;"Niederalben"
2496;71334210;7.3;49.75;450;"Veitsrodt"
2498;71334630;7.4;49.7333;210;"Weierbach"
2500;71342020;7.23333;50.1333;100;"Bruttig"
2502;71342600;7.15;50.2333;430;"Kaisersesch"
2503;71343010;7.03333;50.1833;430;"Alflen"
2504;71343110;7.05;50.1167;410;"Kliding (PH)"
2507;71353080;7.51667;50.3667;140;"Rübenach"
2509;71361110;7.85;49.85;110;"Kreuznach, Bad (PH)"
2510;71361130;7.46667;49.7833;180;"Kirn"
2513;71363590;7.6;49.6667;160;"Medard"
2514;71364520;7.8;49.8833;210;"Gutenberg"
2516;71365020;7.56667;49.7667;280;"Kirschroth"
2518;71365590;7.78333;49.95;300;"Warmsroth"
2519;71366070;7.71667;49.8167;200;"Waldböckelheim"
2521;71367040;7.65;49.8667;370;"Gebroth"
2522;71371110;7.4;50.4333;80;"Andernach (PH)"
2523;71371120;7.23333;50.3333;240;"Mayen (PH)"
2524;71372520;7.26667;50.45;190;"Burgbrohl"
2525;71372600;7.2;50.4167;300;"Wehr/Eifel"
2526;71373150;6.91667;50.2667;520;"Kelberg"
2528;71374100;7.26667;50.3333;230;"Mayen-Hausen"
2531;71374200;7.16667;50.3;290;"Monreal"
2534;71375610;7.3;50.3;210;"Polch (PH)"
2536;71375640;7.31667;50.3333;200;"Welling"
2537;71382010;7.43333;50.6667;260;"Asbach/Westerw."
2540;71383510;7.55;50.4333;70;"Engers"
2541;71384521;7.41667;50.55;120;"Balduinstein-Hausen"
2542;71385580;7.48333;50.4667;75;"Niederbieber-Segendorf"
2545;71386200;7.61667;50.5667;230;"Raubach"
2547;71391120;7.58333;50.2333;200;"Boppard/Rhein"
2548;71391130;7.71667;50.1167;110;"Oberwesel/Rhein"
2550;71393130;7.45;50.2667;120;"Oberfell"
2552;71393530;7.55;50.1667;450;"Emmelshausen"
2556;71402140;7.51667;49.8667;480;"Schwarzerden"
2560;71402750;7.43333;50.0833;400;"Uhler"
2561;71403510;7.6;49.9667;460;"Argenthal"
2565;71412550;7.28333;49.9333;440;"Büchenbeuren"
2566;71412680;7.3;49.9667;450;"Würrich"
2567;71413020;7.13333;49.9833;140;"Enkirch"
2568;72110000;6.65;49.75;260;"Trier-Petrisberg"
2569;72110001;6.66667;49.75;180;"Trier-Olewig"
2570;72110002;6.7;49.75;220;"Trier-Avelsbach"
2571;72110003;6.61667;49.7667;160;"Trier-Pallien"
2572;72110004;6.65;49.7333;200;"Trier-Heiligkreuz"
2573;72312040;7.11667;49.85;450;"Gonzerath"
2574;72312060;7.21667;49.8833;510;"Hochscheid"
2579;72314050;7.05;49.85;490;"Gornhausen (PH)"
2580;72314070;7.01667;49.8833;170;"Veldenz"
2581;72314080;6.96667;49.8833;120;"Wintrich"
2583;72315120;7.33333;49.8333;460;"Sulzbach b. Idar-Oberstein"
2585;72315580;7;49.7333;470;"Hilscheid"
2586;72315640;6.91667;49.7667;460;"Schönberg b. Hermeskeil"
2587;72321110;6.53333;49.9667;340;"Bittburg (PH)"
2589;72321112;6.5;49.9667;340;"Stahl"
2590;72321120;6.28333;50.0167;330;"Neuerburg/Eifel"
2593;72324520;6.6;50.0333;280;"Kyllburg"
2597;72326010;6.61667;49.9;280;"Auw"
2598;72326060;6.63333;49.9333;320;"Speicher/Eifel"
2599;72332060;6.83333;50.2;400;"Daun (PH)"
2602;72332570;6.66667;50.2333;380;"Gerolstein (Ph)"
2603;72332690;6.7;50.15;550;"Salm"
2605;72333040;6.9;50.1333;420;"Gillenfeld"
2606;72333510;6.7;50.3;485;"Berndorf/Eifel"
2608;72333560;6.73333;50.3;440;"Kerpen, Eifel"
2613;72334100;6.63333;50.2833;450;"Oberbettingen"
2615;72341110;6.41667;50.2;450;"Prüm"
2617;72342030;6.58333;50.1667;450;"Kopp"
2621;72344130;6.45;50.1833;470;"Rommersheim"
2624;72345050;6.41667;50.35;570;"Scheid"
2625;72345520;6.4;50.1167;510;"Dackscheid"
2626;72345690;6.35;50.1333;360;"Lünebach (PH)"
2627;72345830;6.35;50.1;350;"Waxweiler"
2628;72351110;6.55;49.6167;180;"Saarburg/Saar"
2629;72352030;6.55;49.6833;140;"Könen"
2632;72352600;6.43333;49.6167;260;"Wincheringen"
2637;72362530;7.08333;49.6833;520;"Börfink (PH)"
2638;72362580;6.95;49.6667;530;"Hermeskeil"
2639;72362610;6.91667;49.7;510;"Pölert"
2644;72364550;6.71667;49.8;140;"Kenn"
2645;72364581;6.75;49.8167;130;"Kirsch"
2647;72365100;6.68333;49.7333;240;"Trier-Kernscheid"
2648;72365150;6.51667;49.7333;160;"Mesenich"
2652;72371110;6.88333;49.9833;160;"Wittlich (PH)"
2654;72372520;6.7;49.9667;320;"Binsfeld"
2655;72372540;6.76667;49.9833;290;"Landscheid"
2656;72373530;7;49.9667;140;"Ürzig"
2658;72375130;6.88333;50.0333;360;"Plein"
2661;73311500;7.81667;50.6667;360;"Hachenburg (Ph)"
2662;73311590;7.91667;50.5167;320;"Herschbach"
2663;73311880;7.95;50.65;480;"Marienberg, Bad (West)"
2666;73312050;7.76667;50.7167;300;"Niedermörsbach"
2667;73312220;8.06667;50.6;450;"Rennerod"
2670;73312520;7.96667;50.5667;340;"Westerburg/Westerw."
2671;73321140;7.86667;50.2333;310;"Bettendorf"
2672;73321160;7.75;50.1333;250;"Bornich"
2674;73321400;7.73333;50.1667;240;"Lierschied"
2676;73321470;7.86667;50.2;260;"Nastätten (PH)"
2678;73321540;7.6;50.3;80;"Lahnstein-Oberlahnstein"
2686;73331430;8.06667;50.3;160;"Hahnstätten"
2687;73331540;7.98333;50.2667;290;"Katzenelnbogen (PH)"
2688;73331650;7.8;50.3167;100;"Nassau/Lahn"
2690;73341280;7.83333;50.5667;380;"Freilingen"
2692;73341480;7.98333;50.45;240;"Hundsangen"
2693;73341600;7.83333;50.4333;250;"Montabaur"
2694;73341810;7.76667;50.5333;250;"Selters"
2695;73341840;7.76667;50.4833;290;"Siershahn"
2696;74110000;8.2;50.0167;135;"Mainz-Gonsenheim"
2698;74120000;8.36667;49.6333;95;"Worms, kreisfreie Stadt Worms"
2703;74311340;8.01667;49.8333;130;"Gau-Bickelheim"
2704;74311370;8.2;49.7833;150;"Gau-Odernheim"
2705;74311420;8.11667;49.7167;200;"Kettenheim"
2706;74311450;7.91667;49.8;170;"Neu-Bamberg"
2707;74311640;8.05;49.8333;120;"Wallertheim"
2708;74311680;8.11667;49.8333;210;"Wörrstadt (PH)"
2710;74321190;8.13333;49.9167;130;"Stadecken-Elsheim"
2711;74321280;8.05;49.9667;120;"Ingelheim am Rhein"
2712;74321380;8.1;49.9333;140;"Schwabenheim"
2715;74331170;8.2;49.9667;200;"Mainz-Drais"
2718;74331370;8.2;49.9;130;"Nieder-Olm"
2719;74331400;8.35;49.85;120;"Oppenheim (PH)"
2721;74341210;8.2;49.7;170;"Gundersheim"
2722;74341220;8.23333;49.6667;140;"Gundheim"
2723;74341250;8.25;49.7333;170;"Hessloch"
2724;74341290;8.31667;49.7333;100;"Mettenheim/Rheinhess."
2728;75120000;7.76667;49.45;240;"Kaiserslautern (Kerngemeinde)"
2729;75130000;8.11667;49.2;140;"Landau i. d. Pfalz"
2730;75130001;8.15;49.2;140;"Landau i. d. Pfalz-Queichheim"
2733;75150000;8.13333;49.35;140;"Neustadt a. d. Weinstr. (Nollen)"
2735;75180000;7.35;49.25;240;"Zweibrücken-Rosengarten"
2736;75311120;7.96667;49.2;250;"Annweiler"
2737;75311150;8;49.1;170;"Bergzabern, Bad (PH)"
2739;75311500;7.88333;49.1667;240;"Schwanheim"
2740;75311520;8;49.0333;160;"Schweighofen"
2741;75311620;7.86667;49.2167;220;"Wilgartswiesen"
2742;75321130;8.16667;49.5833;150;"Asselheim"
2743;75321190;8.03333;49.5;220;"Carlsberg"
2744;75321210;8.25;49.5667;110;"Dirmstein (PH)"
2747;75331140;8.18333;49.1167;120;"Erlenbach b. Kandel"
2749;75331210;8.31667;49.1667;110;"Hördt"
2750;75331230;8.2;49.0833;130;"Kandel/Pfalz"
2751;75331280;8.3;49.0333;100;"Maximiliansau"
2752;75331410;8.15;49.1167;130;"Steinweiler"
2754;75341110;7.91667;49.5;290;"Alsenborn"
2755;75341150;7.46667;49.4;240;"Bruchmühlbach"
2756;75341170;7.9;49.4833;300;"Alsenborn-Enkenbach"
2759;75341310;7.9;49.45;270;"Hochspeyer"
2761;75341450;7.56667;49.4667;250;"Miesenbach"
2762;75341510;7.7;49.5833;260;"Niederkirchen"
2763;75341590;7.76667;49.5;250;"Otterberg"
2764;75341610;7.63333;49.3833;340;"Queidersbach"
2767;75341760;7.76667;49.35;400;"Trippstadt-Neuhof"
